titulo,tipo_puesto,tecnologias_x,jornada,es_remoto,link
BI Developer / Data modeler,Big Data,"ETL,BI,SQL",Jornada completa,True,https://www.tecnoempleo.com/bi-developer-data-modeler-plexus/etl-bi-sql/rf-7db712aac25653d38c4b
Senior Data Engineer - Fintech,Big Data,"Pyho,SQL,ETL",Jornada completa,False,https://www.tecnoempleo.com/senior-data-engineer-fintech-ebury/python-sql-etl-rest/rf-5a7f129512b19324704d
Software Engineer (AI),Inteligencia Artificial/Machine Learning,"Pyho,Docker,Kubernetes",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-ai-menhir-ai/python-docker-kubernetes-mlflow/rf-4cbd1952c231838f4640
Senior Software Engineer,Programador,"Djago,FasAPI,PosgeSQL",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-ebury/django-fastapi-postgresql-kafka/rf-cabf1b8af23503f29843
Fullstack Developer,Programador,"e,C#,agula",Jornada completa,False,https://www.tecnoempleo.com/fullstack-developer-basf/net-c-angular-net-core/rf-726a1851627f834e0f49
Senior Data Analyst,Big Data,"Pyho,SQL",Jornada completa,False,https://www.tecnoempleo.com/senior-data-analyst-epam/python-sql/rf-0fb61ba8a2f1f392f34d
AWS Cloud Engineer,Técnico de Sistemas,"AWS,Teafom,pyho",Jornada completa,False,https://www.tecnoempleo.com/aws-cloud-engineer-deloitte/aws-terraform-python-ansible/rf-bafb1224a25853699443
Senior Data Platform Engineer,Big Data,"pyho,SQL,ETL",Jornada completa,False,https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/python-sql-etl/rf-f5251bde62e463b8794f
Jefe/a de Proyectos IT,Jefe de Proyecto,"Scum,Kaba,JIRA",Jornada completa,False,https://www.tecnoempleo.com/jefe-proyectos-it-malthus-darwin/scrum-kanban-jira-ms-project-trello-java-/rf-fce411943226b3ad6e41
DevOps SysOps Senior,DevOps,"Linux,AWS,Kubernetes",Jornada completa,True,https://www.tecnoempleo.com/devops-sysops-senior-plexus/linux-aws-kubernetes/rf-3ab011b2b2812344fe42
Senior Data Platform Engineer,Big Data,"Pyho,SQL",Jornada completa,False,https://www.tecnoempleo.com/senior-data-platform-engineer-ebury/python-sql/rf-441d1072e26383880c4c
AWS Data Engineer,Big Data,"Pyho,SQL,Spak",Jornada completa,True,https://www.tecnoempleo.com/aws-data-engineer-cognizant-technology-solutions/python-sql-spark-aws/rf-16d113284218630baa47
Analista programador/a IBM-BPM,Analista Programador,"IBM,BPM,spak",Jornada completa,True,https://www.tecnoempleo.com/analista-programador-ibm-bpm-krell-consulting-trai/ibm-bpm-spark/rf-d2241da0e2d2139f7748
Desarrollador Java + Host,Analista Programador,"java,javascip,spig",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-java-host-krell-consulting-training/java-javascript-spring-a/rf-80d91ab1e2e74302a24e
Business Analyst Ingles Alto,Analista,"Jia,Cofluece,Tableau",Jornada completa,False,https://www.tecnoempleo.com/business-analyst-ingles-alto-panel-sistemas-inform/jira-confluence-tableau/rf-568113f40243735eed4d
QA tester - Accesibilidad Visual,Tester,"qa,XRAY,ALM",Jornada completa,True,https://www.tecnoempleo.com/qa-tester-accesibilidad-visual-remoto/qa-xray-alm/rf-c991187932c913da9342
Ingeniero/a de software -Java- Remoto,Analista Programador,"java,spigboo,esful",Jornada completa,True,https://www.tecnoempleo.com/ingeniero-software-java-remoto-remoto/java-springboot-restful-api/rf-d9791e5152b4230c9241
Agile Facilitator (m/f/d),Jefe de Equipo,"agile,Scum",Jornada completa,False,https://www.tecnoempleo.com/agile-facilitator-m-f-d-basf/agile-scrum/rf-f55f13ab42cbc3c0654d
Desarrollador Devops,DevOps,"Teafom,Azure,AWS",Jornada completa,True,https://www.tecnoempleo.com/desarrollador-devops-remoto/terraform-azure-aws/rf-7d941f6bf2c7d37fa746
Talento Tech,Analista Programador,"pogamaci,famewoks,QA",Jornada completa,False,https://www.tecnoempleo.com/talento-tech-madrid/programacion-frameworks-qa/rf-3a121917e2e3138ffe4a
Application Security Engineer,Ciberseguridad,"Java,PyhoJavascip",Jornada completa,False,https://www.tecnoempleo.com/application-security-engineer-amazon/java-python-javascript/rf-7f3f136eb255b342694e
Backend Developer,Programador,"java,spig",Jornada completa,False,https://www.tecnoempleo.com/backend-developer-basf/java-spring/rf-f04c1a0f921bf36cb043
Junior Project Manager,Jefe de Proyecto,PojecMaage,Jornada completa,False,https://www.tecnoempleo.com/junior-project-manager-weewoo/project-manager/rf-16d6183a021dd398b443
Systems Administrator,Técnico de Sistemas,"scipig,ecovey",Jornada completa,True,https://www.tecnoempleo.com/systems-administrator-plexus/scripting-recovery/rf-3d7d143cd238639d5848
Data Scientist,Big Data,"SQL,Pyho,R",Jornada completa,False,https://www.tecnoempleo.com/data-scientist-talan/sql-python-r/rf-546e1195c26fb361464f
Analista programador/a Senior,Analista Programador,"e,AspNe,Micosof",Jornada completa,False,https://www.tecnoempleo.com/analista-programador-senior-madrid/net-asp-net-microsoft-sql-server/rf-a16c1fd742ccc3a3f844
Desarrollador Angular Senior,Programador,"Agula,TypeScip",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-angular-senior-baufest/angular-typescript/rf-af361a5872ba43b71940
Senior Fullstack (React+Next+Node),Programador,"Reac,Nex,Node",Jornada completa,False,https://www.tecnoempleo.com/senior-fullstack-react-next-node-cognizant-technol/react-next-node/rf-2c62171722e1536d3747
Desarrollador Java-Angular Senior,Programador,"java,agula,spig",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-java-angular-senior-baufest/java-angular-spring/rf-418a187cd26e73625f43
Application Developer,Consultor,"Salesfoce,SQL",Jornada completa,False,https://www.tecnoempleo.com/application-developer-accenture/salesforce-sql/rf-984519d98265331fe548
Senior Frontend Developer,Programador,"ReacNaive,Agula,CSS",Jornada completa,False,https://www.tecnoempleo.com/senior-frontend-developer-basf/react-native-angular-css-javascript-typescr/rf-998c1cbc2268e336fc49
Technical Account Manager (TAM),Consultor,"AccouMaage,Cosula",Jornada completa,False,https://www.tecnoempleo.com/technical-account-manager-tam-amazon/account-manager-consultant/rf-37fa17a9524883ccb64a
Full Stack Software Developer,Programador,"Koli,Java,SpigBoo",Jornada completa,False,https://www.tecnoempleo.com/full-stack-software-developer-swiss-re/kotlin-java-springboot-docker-kuber/rf-fcfb1d145204637d8040
Ingeniero de desarrollo software,Soporte Tecnico,"ERP,Windows",Jornada completa,False,https://www.tecnoempleo.com/ingeniero-desarrollo-software-informatica-astron-m/erp-windows/rf-6e3d1b0602e2b3be6948
Software Developer,Programador,"java,Pyho,e",Jornada completa,False,https://www.tecnoempleo.com/software-developer-basf/java-python-net/rf-e486178c82260316e34c
Full Stack Developer Mobile,Desarrollador Movil,"Koli,HTML,java",Jornada completa,False,https://www.tecnoempleo.com/full-stack-developer-mobile-basf/kotlin-html-java-javascript/rf-bd291d9292a3a35e1049
Software Dev Engineer,Programador,"Java,C,C",Jornada completa,False,https://www.tecnoempleo.com/software-dev-engineer-amazon/java-c-c-python/rf-ea0f1567c221834d0f4f
Senior Data Scientist,Big Data,"R,AzureDevOps",Jornada completa,False,https://www.tecnoempleo.com/senior-data-scientist-epam/r-azure-devops/rf-141d1fc922abc3f6b148
Data Engineer - Fintech,Big Data,"ETL,daa,BI",Jornada completa,False,https://www.tecnoempleo.com/data-engineer-fintech-ebury/etl-data-bi/rf-8c8519da622583f98d46
DevOps Engineer,DevOps,"CI/CD,Jekis,GiLab",Jornada completa,False,https://www.tecnoempleo.com/devops-engineer-basf/ci-cd-jenkins-gitlab-azure/rf-c5041bcb825653b14d41
Senior Data Scientist,Big Data,"PyToch,Tesoflow,Pyho",Jornada completa,False,https://www.tecnoempleo.com/senior-data-scientist-basf/pytorch-tensorflow-python/rf-311c14848226f3822144
Solution Architect SAP QM,Arquitecto TIC,"sap,haa",Jornada completa,False,https://www.tecnoempleo.com/solution-architect-sap-qm-basf/sap-hana/rf-514017a582afe34a5a48
SAP Basis Technical Manager,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-basis-technical-manager-michael-page/sap/rf-5d411efb325bc373404e
SAP Technical Development Lead,Jefe de Equipo,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-technical-development-lead-michael-page/sap/rf-9cb01f9db282a3b6c846
Desarrollador Frontend Angular y TypeScript,Desarrollador Web,"agula,TypeScip",Jornada completa,False,https://www.tecnoempleo.com/desarrollador-frontend-angular-typescript-madrid/angular-typescript/rf-01e4105e6263633c4e40
Software Development Manager,Jefe de Equipo,UseExpeiece,Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-madrid/user-experience/rf-0c4a121672ef930afe42
SAP Leader PP/PM/QM,Jefe de Equipo,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-leader-pp-pm-qm-michael-page/sap/rf-7245109fd2b0e3297b4f
Senior Early Life-Cycle Manager,Jefe de Equipo,"Lea,SixSigma",Jornada completa,False,https://www.tecnoempleo.com/senior-early-life-cycle-manager-amazon/lean-six-sigma/rf-4a0a1f23e2cb33b3a94c
Data & AI Strategy Consultant,Big Data,daa,Jornada completa,False,https://www.tecnoempleo.com/data-ai-strategy-consultant-barcelona/data/rf-af1b130d12455346384e
Cyber Security Architect,Ciberseguridad,Cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/cyber-security-architect-basf/ciberseguridad/rf-acbb1b54d23a832de44a
SAP Leader MM/MDM/WM,Consultor,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-leader-mm-mdm-wm-michael-page/sap/rf-c2141f4c92e9337ee84a
Beca Gestion Proyectos IT Banca Digital,Tecnico de Gestion,Office,Jornada completa,False,https://www.tecnoempleo.com/beca-gestion-proyectos-it-banca-digital-bnp-pariba/office/rf-ddaa102dd290c3aa5641
Database Engineer,Base de Datos/DBA,"PosgeSQL,Databicks",Jornada completa,False,https://www.tecnoempleo.com/database-engineer-basf/postgresql-databricks/rf-3bac1080a2449342b94e
Senior DevOps Engineer,DevOps,"CI/CD,Linux,Windows",Jornada completa,False,https://www.tecnoempleo.com/senior-devops-engineer-swiss-re/ci-cd-linux-windows/rf-55fc106da292c3aded42
Programador junior NodeJS / Angular,Programador,"Node,Agula",Jornada completa,False,https://www.tecnoempleo.com/programador-junior-nodejs-angular-malthus-darwin/node-angular/rf-ac831564f2b863f4094e
Full Stack Developer,Programador,"eac,Typescip",Jornada completa,False,https://www.tecnoempleo.com/full-stack-developer-ey/react-typescript/rf-32fd18a0f2c783742348
Cyber Threat Inteligence Specialist,Ciberseguridad,Cibeseguidad,Jornada completa,False,https://www.tecnoempleo.com/cyber-threat-inteligence-specialist-madrid/ciberseguridad/rf-60671bc9a2257397814c
Oracle Programmer Analyst,Analista Programador,"PLSQL,PL/SQL,oacle",Jornada completa,True,https://www.tecnoempleo.com/oracle-programmer-analyst-plexus/plsql-pl-sql-oracle/rf-793718605235a3646f40
Senior Machine-Learning Engineer,Inteligencia Artificial/Machine Learning,"TesoFlow,PyToch,Pyho",Jornada completa,False,https://www.tecnoempleo.com/senior-machine-learning-engineer-basf/tensorflow-pytorch-python/rf-6fb2149412e4731cb644
Senior Data Engineer,Big Data,"Pyho,Pyspak,java",Jornada completa,False,https://www.tecnoempleo.com/senior-data-engineer-swiss-re/python-pyspark-java-scala/rf-ca9518e2426e431ba243
Software Engineer .NET,Programador,".e,C#",Jornada completa,False,https://www.tecnoempleo.com/software-engineer-net-cognizant-technology-solutio/net-c/rf-b110177c32dce3e7c34a
Software Development Engineer,Programador,"JavaScip,Reac,Agula",Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-madrid/javascript-react-angular/rf-32531cefb2d4e3c81e4d
Responsable de Ingenieria - TIER1,Ingenieros/Industria,igeieia,Jornada completa,False,https://www.tecnoempleo.com/responsable-ingenieria-tier1-michael-page/ingenieria/rf-f33813dee2b7930b2a46
Senior Salesforce Developer,Programador,Salesfoce,Jornada completa,True,https://www.tecnoempleo.com/senior-salesforce-developer-cognizant-technology-s/salesforce/rf-317b11bcf26b33b6b840
Data Center Capacity Install Tech,Tecnico Hardware,fiba,Jornada completa,False,https://www.tecnoempleo.com/data-center-capacity-install-tech-amazon/fibra/rf-23d913657217d33d2d44
Senior Full Stack Software Engineer,Programador,"Koli,Java,SpigBoo",Jornada completa,False,https://www.tecnoempleo.com/senior-full-stack-software-engineer-swiss-re/kotlin-java-spring-boot-docke/rf-554712b9f2da43454a49
SAP Solution Architect,Arquitecto TIC,SAP,Jornada completa,False,https://www.tecnoempleo.com/sap-solution-architect-michael-page/sap/rf-199a12ece24283b2d749
Practicas Ciberseguridad,Ciberseguridad,"cibeseguidad,NIST",Jornada completa,False,https://www.tecnoempleo.com/practicas-ciberseguridad-ey/ciberseguridad-nist/rf-b79d1ffb1240d36a6049
DBA PostgreSQL,Base de Datos/DBA,PosgeSQL,Jornada completa,False,https://www.tecnoempleo.com/dba-postgresql-michael-page/postgresql/rf-5b521f90424743427948
Industrial IoT & Data Engineer,Big Data,"MachieLeaig,azue,Pyho",Jornada completa,True,https://www.tecnoempleo.com/industrial-iot-data-engineer-apeirum/machine-learning-azure-python-sql-pys/rf-a82b1a757227f333b044
Senior Full Stack Engineer,Programador,"Pyho,Djago",Jornada completa,False,https://www.tecnoempleo.com/senior-full-stack-engineer-ebury/python-django/rf-3f8e1976b2dee3373149
Technical Infrastructure Program Manager,Consultor,AWS,Jornada completa,False,https://www.tecnoempleo.com/technical-infrastructure-program-manager-madrid/aws/rf-3b29161ff26d3322094c
DevOps Engineer,DevOps,"Gilab,gihub,Kubernetes",Jornada completa,True,https://www.tecnoempleo.com/devops-engineer-plexus/gitlab-github-kubernetes/rf-531217c87218632c8444
Software Development Engineer,Programador,"Reac,Agula,Spluk",Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-oracle/react-angular-splunk-elasticsearch-lo/rf-68281bb1425203b6ce48
IT Tribe Lead Loans,Consultor,"Aquiecua,Seguidad,Tesig",Jornada completa,False,https://www.tecnoempleo.com/it-tribe-lead-loans-santander/arquitectura-seguridad-testing/rf-f73c1896e270e3b68b4f
Front End Software Engineer,Programador,"JavaScip,TypeScip,ode",Jornada completa,False,https://www.tecnoempleo.com/front-end-software-engineer-swiss-re/javascript-typescript-node/rf-51501a00120893732a4b
Early Life-Cycle Manager,Jefe de Equipo,"lea,SixSigma",Jornada completa,False,https://www.tecnoempleo.com/early-life-cycle-manager-madrid/lean-six-sigma/rf-b0a6177ba2e6d313ed47
Software Development Engineer,Inteligencia Artificial/Machine Learning,"C,C,Pyho",Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-amazon/c-c-python/rf-af8c1a5b020ce393924b
Software Development Engineer,Programador,FieTV,Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-madrid/firetv/rf-c76a1d2b125213b3f549
Software Development Manager,Programador,pogamacio,Jornada completa,False,https://www.tecnoempleo.com/software-development-manager-madrid/programacion/rf-0c201ea1c2b063d42049
Java Microservices,Programador,"java,spig",Jornada completa,True,https://www.tecnoempleo.com/java-microservices-plexus/java-spring/rf-038d1940528e4328f743
Site Reliability Engineer,DevOps,"Pyho,Ruby,Bash",Jornada completa,False,https://www.tecnoempleo.com/site-reliability-engineer-oracle/python-ruby-bash-linux/rf-b89c13725288c38b7341
Senior Software Developer,Programador,"Reac,Agula,Javascip",Jornada completa,False,https://www.tecnoempleo.com/senior-software-developer-madrid/react-angular-javascript/rf-1cdc1327d24243f7234d
Tecnicos/as de redes,Redes,CISCO,Jornada completa,False,https://www.tecnoempleo.com/tecnicos-redes-krell-consulting-training/cisco/rf-cb091fddf28983e9954c
Programador .Net senior con ingles (B2),Analista Programador,"sql,javascip,oacle",Jornada completa,False,https://www.tecnoempleo.com/programador-net-senior-con-ingles-b2-madrid/sql-javascript-oracle-html-net/rf-f582198e922c73609348
Senior Software Engineer,Programador,"Pyho,Djago",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-ebury/python-django/rf-2b8e14a0121c438cde4f
Software Development Engineer SDE,Programador,pogamacio,Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-sde-madrid/programacion/rf-b7b1158f9216e30faa41
FrontEnd Developer Ionic,Desarrollador Movil,"Ioic,Codova,Capacio",Jornada completa,True,https://www.tecnoempleo.com/frontend-developer-ionic-plexus/ionic-cordova-capacitor-html-javascript/rf-cda21622b254c3221d41
SAP Security Consultant,Consultor,"SAP,basis",Jornada completa,False,https://www.tecnoempleo.com/sap-security-consultant-accenture/sap-basis/rf-69501b5bb252333d054b
Software Development Engineer,Programador,"C,java,us",Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-amazon/c-java-rust/rf-fcf11958f25f8338a346
Senior Software Engineer,Programador,Pyho,Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-ebury/python/rf-07c51ff702e0830c2c47
Senior Python Programmers,Big Data,"Pyho,Tableau,SQL",Jornada completa,True,https://www.tecnoempleo.com/senior-python-programmers-plexus/python-tableau-sql-pyspark-pandas/rf-f8f9152612e6c3708a4e
Senior Application Security Engineer,Ciberseguridad,"OpeSeach,Elasic,java",Jornada completa,False,https://www.tecnoempleo.com/senior-application-security-engineer-oracle/opensearch-elastic-java/rf-600d161422b3a39c1a46
Azure Cloud Engineer,Técnico de Sistemas,"azue,API",Jornada completa,True,https://www.tecnoempleo.com/azure-cloud-engineer-plexus/azure-api/rf-c19f1b2e52e6e3ee7643
Software Development Engineer FireTV,Programador,FieTV,Jornada completa,False,https://www.tecnoempleo.com/software-development-engineer-firetv-madrid/firetv/rf-cea4166e3233332c214e
Senior Software Engineer,Programador,"Agula,Reac,Vue",Jornada completa,False,https://www.tecnoempleo.com/senior-software-engineer-madrid/angular-react-vue-node-ajax/rf-8cd31349c218e36c1448
